,Answer,Link,Title
9384,"The problem with theassertkeyword is that it is optimized out, and thusignored, when Python is run in 'optimized' mode (with the-Oargument or with thePYTHONOPTIMIZEenvironment variable set.) If tests were to useassertthen testing with-Owould be impossible.",/questions/23870808/oserror-errno-13-permission-denied,OSError - Errno 13 Permission denied
9385,Links to documentation,/questions/6361147/why-do-assertions-in-unittest-use-testcase-assertequal-not-the-assert-keyword,Why do assertions in unittest use TestCase.assertEqual not the assert keyword?
9386,"Here's a complete ""Ideal 2"".",/questions/45594707/what-is-pips-no-cache-dir-good-for,What is pip's `--no-cache-dir` good for?
9387,"Yes, your conclusion is correct.socket.recvis a blocking call.",/questions/42497625/can-i-postpone-defer-the-evaluation-of-f-strings,Can I postpone/defer the evaluation of f-strings?
9388,"Asynchronous exception handling is unfortunately not reliable (exceptions raised by signal handlers, outside contexts via C API, etc).  You can increase your chances of handling the async exception properly if there is some coordination in the code about what piece of code is responsible for catching them (highest possible in the call stack seems appropriate except for very critical functions).",/questions/7174927/when-does-socket-recvrecv-size-return,When does socket.recv(recv_size) return?
9389,Updated Answer with collapsible graph using d3js in Jupyter Notebook,/questions/4606942/why-cant-i-handle-a-keyboardinterrupt-in-python,Why can't I handle a KeyboardInterrupt in python?
9390,This is abugthat has been fixed.,/questions/50755706/plot-interactive-decision-tree-in-jupyter-notebook,Plot Interactive Decision Tree in Jupyter Notebook
9391,"Your BNF contains only CR, but you parse the code to terminate using LF. Is that intended?BNF supportsLF (Unix), CR (Mac), and CRLF (Win) EOLs:",/questions/24311522/scoring-function-for-ridgeclassifiercv,Scoring function for RidgeClassifierCV
9392,"Yes, route list is wrong. Put('/', MainPage)in the end of the routes list. Fromwebapp2 URI routing guide:",/questions/22962863/pyparsing-white-spaces-sometimes-matter-sometimes-dont,Pyparsing : white spaces sometimes matter… sometimes don't
9393,A dictionary is a general concept that maps keys to values.  There are many ways to implement such a mapping.,/questions/10152501/channel-api-presence-not-triggering,Channel API Presence not triggering
9394,My first idea was to do this:,/questions/2061222/what-is-the-true-difference-between-a-dictionary-and-a-hash-table,What is the true difference between a dictionary and a hash table?
9395,"fab -hwill show you all the options, you can also read themhere.",/questions/991350/counting-repeated-characters-in-a-string-in-python,Counting repeated characters in a string in Python
9396,platformmodule--  Access to underlying platform’s identifying data,/questions/2339735/fabric-password,fabric password
9397,"""""""does the same thing.",/questions/2208828/detect-64bit-os-windows-in-python,Detect 64bit OS (windows) in Python
9398,"You're effectively scanning the list once to find the min value, then scanning it again to find the index, you can do both in one go:",/questions/8577027/how-to-declare-a-long-string-in-python,How to declare a long string in Python?
9399,"I don't think you will find a faster solution than the 3 sums proposed in the question. The advantages of numpy are visible with larger vectors, and also if you need other operators.  numpy is specially useful with matrixes, witch are trick to do with python lists.",/questions/13300962/python-find-index-of-minimum-item-in-list-of-floats,Python: Find index of minimum item in list of floats [duplicate]
9400,Itshould be:,/questions/845112/concise-vector-adding-in-python,Concise vector adding in Python? [duplicate]
9401,You could fix it afterwards...,/questions/1307378/python-mysql-update-statement,Python MYSQL update statement
9402,UseexecfileforPython 2:,/questions/1024143/how-to-stop-python-parse-qs-from-parsing-single-values-into-lists,How to stop Python parse_qs from parsing single values into lists?
9403,Try withBeautifulsoup:,/questions/7420937/run-program-in-python-shell,run program in Python shell
9404,Here is the my saved note.,/questions/3075550/how-can-i-get-href-links-from-html-using-python,How can I get href links from HTML using Python?
9405,To drop last n rows:,/questions/16149613/installing-lxml-with-pip-in-virtualenv-ubuntu-12-10-error-command-gcc-failed,Installing lxml with pip in virtualenv Ubuntu 12.10 error: command 'gcc' failed with exit status 4
9406,"Let me recommend an option that has not been discussed yet: a Python implementation ofwhich, specificallyshutil.which. It was introduced in Python 3.3 and is cross-platform, supporting Linux, Mac, and Windows. It is also available in Python 2.x viawhichcraft. You can also just rip the code forwhichright out of whichcrafthereand insert it into your program.",/questions/26921651/how-to-delete-the-last-row-of-data-of-a-pandas-dataframe,How to delete the last row of data of a pandas dataframe
9407,Usenp.array_split:,/questions/11210104/check-if-a-program-exists-from-a-python-script,Check if a program exists from a python script [duplicate]
9408,This happened to me when I created a virtualenv and then upgraded from 12.04 to 14.04.,/questions/17315737/split-a-large-pandas-dataframe,Split a large pandas dataframe
9409,"TCP/IP is astream-basedprotocol, not amessage-basedprotocol.  There's no guarantee that everysend()call by one peer results in a singlerecv()call by the other peer receiving the exact data sent—it might receive the data piece-meal, split across multiplerecv()calls, due to packet fragmentation.",/questions/26031160/importerror-no-module-named-datetime,ImportError: No module named datetime
9410,This prints the exception message:,/questions/17667903/python-socket-receive-large-amount-of-data,Python Socket Receive Large Amount of Data
9411,update cmd:conda update dask,/questions/1715198/exception-message-python-2-6,Exception message (Python 2.6)
9412,or functionally equivalent:,/questions/43833081/attributeerror-module-object-has-no-attribute-computation,AttributeError: 'module' object has no attribute 'computation'
9413,in your PyCharm project:,/questions/5996881/how-to-limit-a-number-to-be-within-a-specified-range-python,How to limit a number to be within a specified range? (Python)
9414,I use zlib to decompress gzipped content from web.,/questions/26069254/importerror-no-module-named-bottle-pycharm,ImportError: No module named 'bottle' - PyCharm
9415,You can leave one end of the slice open by not specifying the value.,/questions/2695152/in-python-how-do-i-decode-gzip-encoding,"In Python, how do I decode GZIP encoding?"
9416,Without using sudo and CFLAGS and CPPFLAGS (unnecessary for pip):,/questions/621354/how-to-slice-a-list-from-an-element-n-to-the-end-in-python,How to slice a list from an element n to the end in python?
9417,"I've thought about this problem a lot, and there are a few different behaviors one could want. I've been implementing most of them for Unix and Windows, and will post them here once they are done.",/questions/22875270/error-installing-bcrypt-with-pip-on-os-x-cant-find-ffi-h-libffi-is-installed,Error installing bcrypt with pip on OS X: can't find ffi.h (libffi is installed)
9418,"Python doesn't have a feature that's directly equivalent to PHP's ""variable variables"". To get a ""variable variable""'s value (or the value of any other expression) you can use theevalfunction.",/questions/13207678/whats-the-simplest-way-of-detecting-keyboard-input-in-python-from-the-terminal,What's the simplest way of detecting keyboard input in python from the terminal?
9419,Have you considered using anamed tuple?,/questions/6677424/how-do-i-import-variable-packages-in-python-like-using-variable-variables-i,How do I import variable packages in Python like using variable variables ($$) in PHP?
9420,"QuerySets in Django are actually generators, not lists (for further details, seeDjango documentation on QuerySets).As such, there is no shortcut to get the index of an element, and I think a plain iteration is the best way to do it.",/questions/3335268/are-object-literals-pythonic,Are object literals Pythonic?
9421,"Just because it is ""marketed"" (in some general sense) as a special-purpose language for embedded script engines, does not mean that it is limited to that. In fact, WoW could probably just as well have chosen Python as their embedded scripting language.",/questions/1042596/get-the-index-of-an-element-in-a-queryset,Get the index of an element in a queryset
9422,You can try importing them and then handle the ImportError if the module doesn't exist.,/questions/250151/lua-as-a-general-purpose-scripting-language,Lua as a general-purpose scripting language?
9423,SetdebuginOPTIONSdictionary of your templates settings.,/questions/5016186/how-to-detect-if-numpy-is-installed,How to detect if numpy is installed
9424,It depends on whatnextis.,/questions/32445953/django-app-works-fine-but-getting-a-template-warning-message,"Django app works fine, but getting a TEMPLATE_* warning message"
9425,"Like NXC said, Python variable names actually point to an object, and not a specific spot in memory.",/questions/19775692/use-and-meaning-of-in-in-an-if-statement,Use and meaning of “in” in an if statement?
9426,"SincepyAudiohasportAudioas a dependency, you first have to install portaudio.",/questions/323689/python-list-slice-syntax-used-for-no-obvious-reason,Python list slice syntax used for no obvious reason
9427,"Usingcalendarmodule to find out how many days each month has, you can simply count the months.",/questions/33513522/when-installing-pyaudio-pip-cannot-find-portaudio-h-in-usr-local-include,"when installing pyaudio, pip cannot find portaudio.h in /usr/local/include"
9428,"Yes it does, it works exactly as documented.",/questions/7015587/python-difference-of-2-datetimes-in-months,Python: Difference of 2 datetimes in months [duplicate]
9429,"Since the listing in your question is not 100% clear, I've decided to explain it with a simple example. It also includes some things like__somethingvariables you did not mention in your list.",/questions/2166147/python-namedtuple-replace-doesnt-work-as-descrbed-in-the-documentation,Python: namedtuple._replace() doesn't work as descrbed in the documentation
9430,"Okay, this is much easier to understand in answer form, so I'll move what I would write in my comment to this answer.",/questions/5690888/variable-scopes-in-python-classes,Variable scopes in python classes
9431,All input starts with:,/questions/8115280/importerror-no-module-named-bz2-for-python-2-7-2,ImportError: No module named bz2 for Python 2.7.2
9432,FYI,/questions/4661818/code-golf-finite-state-machine,Code Golf: Finite-state machine!
9433,You can declare a dictionary inside a dictionary by nesting the {} containers:,/questions/21637922/how-to-install-pyqt4-in-anaconda,How to install PyQt4 in anaconda?
9434,You can usesys.exit()to exit from the middle of the main function.,/questions/3817529/syntax-for-creating-a-dictionary-into-another-dictionary-in-python,syntax for creating a dictionary into another dictionary in python [duplicate]
9435,"Samir's answer is correct but somewhat cryptic. Basically, the salt is just a randomly derived bit of data that you prefix or postfix your data with to dramatically increase the complexity of a dictionary attack on your hashed value. So given a saltsand datadyou'd just do the following to generate a salted hash of the data:",/questions/3815860/python-how-to-exit-main-function,Python how to exit main function [duplicate]
9436,try using apply function.,/questions/2898685/hashing-in-sha512-using-a-salt-python,Hashing in SHA512 using a salt? - Python
9437,Option 1:,/questions/33768122/python-pandas-dataframe-how-to-multiply-entire-column-with-a-scalar,Python: Pandas Dataframe how to multiply entire column with a scalar
9438,NA,/questions/601039/vim-save-and-run-at-the-same-time,VIM: Save and Run at the same time?
9439,"Well, if you do this:",/questions/15193927/what-do-these-operators-mean,"What do these operators mean (** , ^ , %, //)? [closed]"
9440,"is the preferred, pythonic version. Use ofhas_key()is discouraged, and this methodhas been removed in Python 3.",/questions/5544752/should-i-use-a-main-method-in-a-simple-python-script,Should I use a main() method in a simple Python script?
9441,Use the builtin functiongetattr.,/questions/3733992/determine-whether-a-key-is-present-in-a-dictionary,Determine whether a key is present in a dictionary [duplicate]
9442,Equivalent in python would be:,/questions/3253966/python-string-to-attribute,Python string to attribute
9443,The answer to your question is related to two other SO questions.,/questions/1465146/how-do-you-determine-a-processing-time-in-python,How do you determine a processing time in Python?
9444,In PySpark 1.3sortmethod doesn't take ascending parameter. You can usedescmethod instead:,/questions/8389636/creating-over-20-unique-legend-colors-using-matplotlib,creating over 20 unique legend colors using matplotlib
9445,directly from the page you linked,/questions/34514545/spark-dataframe-groupby-and-sort-in-the-descending-order-pyspark,Spark DataFrame groupBy and sort in the descending order (pyspark)
9446,"EDITI omitted the issue of thread safety for clarity and brevity, but @Dan D is quite correct, the following is better.",/questions/12680691/loop-backwards-using-django-template,loop backwards using django template
9447,In pandas0.17.0convert_objectsraises a warning:,/questions/6517953/clear-all-items-from-the-queue,Clear all items from the queue
9448,Open your~/.bashrcfile and see if this line is there -,/questions/18434208/pandas-converting-to-numeric-creating-nans-when-necessary,"Pandas: Converting to numeric, creating NaNs when necessary"
9449,Here:,/questions/16460313/pip-could-not-find-an-activated-virtualenv-required,pip: Could not find an activated virtualenv (required)
9450,NA,/questions/38862293/how-to-add-incremental-numbers-to-a-new-column-using-pandas,How to Add Incremental Numbers to a New Column Using Pandas
9451,Under Django 1.7 and above (thanks Colin Anderson):,/questions/11171045/python-regular-expression-example,Python Regular Expression example
9452,"The original design motivation for allowing order-comparisons of arbitrary objects was to allow sorting of heterogeneous lists -- usefully, that would put all strings next to each other in alphabetical order, and all numbers next to each other in numerical order, although which of the two blocks came first was not guaranteed by the language.  For example, this allowed getting only unique items in any list (even one with non-hashable items) inO(N log N)worst-case time",/questions/4111244/get-a-list-of-all-installed-applications-in-django-and-their-attributes,Get a list of all installed applications in Django and their attributes
9453,You could do this with the following list comprehension:,/questions/2384078/why-is-0-true-in-python,Why is ''>0 True in Python?
9454,You can just set the locale like in this example:,/questions/2218238/inserting-values-into-specific-locations-in-a-list-in-python,Inserting values into specific locations in a list in Python
9455,I had this issue on Ubuntu server 12.04.,/questions/985505/locale-date-formatting-in-python,Locale date formatting in Python
9456,"I am not certain, but I am going to guess you are using a INNODB table, and you haven't done a commit.  I believe MySQLdb enable transactions automatically.",/questions/8359383/error-while-installing-matplotlib,Error while installing matplotlib
9457,You can look intostr.ljustandstr.rjustI believe.,/questions/384228/database-does-not-update-automatically-with-mysql-and-python,Database does not update automatically with MySQL and Python
9458,The easiest way to do this is to set up your script as amanage.pysubcommand. It's quite easy to do:,/questions/14776788/python-how-can-i-pad-a-string-with-spaces-from-the-right-and-left,Python - How can I pad a string with spaces from the right and left?
9459,"Just foundsys.executable- the full path to the current Python executable, which can be used to run the script (instead of relying on the shbang, which obviously doesn't work on Windows)",/questions/1310495/running-a-python-script-outside-of-django,Running a Python script outside of Django
9460,"(1)Usingint()works nicely for this, and Python does all the checking for you :)",/questions/912830/using-subprocess-to-run-python-script-on-windows,Using subprocess to run Python script on Windows
9461,"A timestamp does not have ""a format"".",/questions/11592261/check-if-a-string-is-hexadecimal,Check if a string is hexadecimal
9462,Connections have aclosemethod as specified in PEP-249 (Python Database API Specification v2.0):,/questions/6018214/how-to-insert-current-timestamp-into-postgres-via-python,How to insert current_timestamp into Postgres via python
9463,"I tried to get to the bottom of this by examining some old sources.  Isuspectedthatrandintwas implemented before Python's long integer: meaning that if you wanted a random number that includedINT_MAX, you would have needed to callrandom.randrange(0, INT_MAX + 1)which would have overflowed and resulted in arguments of(0, 0)or(0, INT_MIN)depending.",/questions/3783238/python-database-connection-close,Python Database connection Close
9464,"There seems to be a problem with yourpsycopg2installation – Python does not find it. This is a Python installation problem, not a Django issue.",/questions/2568783/python-why-does-random-randinta-b-return-a-range-inclusive-of-b,"Python: why does `random.randint(a, b)` return a range inclusive of `b`?"
9465,"In case someone wants to easily view the dependency tree produced by spacy, one solution would be to convert it to annltk.tree.Treeand use thenltk.tree.Tree.pretty_printmethod. Here is an example:",/questions/1383126/django-python-beginner-error-when-executing-python-manage-py-syncdb-psycopg2,Django/Python Beginner: Error when executing python manage.py syncdb - psycopg2 not found
9466,"In python, the method to create a timeout for a page to load is:",/questions/36610179/how-to-get-the-dependency-tree-with-spacy,How to get the dependency tree with spaCy?
9467,"After thinking this through carefully, I think this is the best way.  It lets you step off in the middle easily without usingbreak, which I think is important, and it requires minimal computation, so I think it's the fastest.  It also doesn't require thatlibe a list or tuple.  It could be any iterator.",/questions/17533024/how-to-set-selenium-python-webdriver-default-timeout,How to set Selenium Python WebDriver default timeout?
9468,Try:,/questions/2167868/getting-next-element-while-cycling-through-a-list,Getting next element while cycling through a list
9469,My favorite way of getting number of nonzeros in each column is,/questions/34103119/upgrade-pip-in-amazon-linux,Upgrade pip in Amazon Linux
9470,Place both series in Python'sset containerthen use the set intersection method:,/questions/26053849/counting-non-zero-values-in-each-column-of-a-dataframe-in-python,Counting non zero values in each column of a dataframe in python
9471,NA,/questions/18079563/finding-the-intersection-between-two-series-in-pandas,Finding the intersection between two series in Pandas
9472,Try this using list comprehension:,/questions/42975609/how-to-capture-botocores-nosuchkey-exception,How to capture botocore's NoSuchKey exception?
9473,This should do the trick:,/questions/28056171/how-to-build-and-fill-pandas-dataframe-from-for-loop,How to build and fill pandas dataframe from for loop?
9474,In matplotlib you have two main options:,/questions/18466079/can-i-change-the-connection-pool-size-for-pythons-requests-module,Can I change the connection pool size for Python's “requests” module?
9475,or more generally,/questions/8575062/how-to-show-matplotlib-plots-in-python,How to show matplotlib plots in python
9476,"I think you need date object not datetime. 
Try converting datetime to date using date() method on datetime object",/questions/2744795/background-color-for-tk-in-python,Background color for Tk in Python
9477,Just send xml bytes directly:,/questions/18039680/django-get-only-date-from-datetime-strptime,Django - Get only date from datetime.strptime
9478,"A great option is thefileinputmodule, which will grab any or all filenames from the command line, and then give the contents to your script as though they were one big file.",/questions/12509888/how-can-i-send-an-xml-body-using-requests-library,How can I send an xml body using requests library?
9479,Usedict.fromkeys():,/questions/7033987/python-get-files-from-command-line,PYTHON get files from command line
9480,You can create a custommiddlewareto log this. Here is how I create a middleware to achieve this purpose base onhttp://djangosnippets.org/snippets/358/(I modified the code a bit).,/questions/18634650/set-to-dict-python,Set to dict Python
9481,"Putting the bytes in those files together is easy... however I am not sure if that will cause a continuous play - I think it might if the files are using the same bitrate, but I'm not sure.",/questions/17751163/django-display-time-it-took-to-load-a-page-on-every-page,Django: display time it took to load a page on every page
9482,You must declarematplotlib.use('agg')beforeimport pylab as plt.,/questions/1001538/how-do-i-concatenate-files-in-python,How do I concatenate files in Python?
9483,"As mentioned in the other answers, version 2 is essentially the same as version 1 since cython is unable to dig into the array access operator in order to optimise it. There are 2 reasons for this",/questions/35737116/runtimeerror-invalid-display-variable,RuntimeError: Invalid DISPLAY variable
9484,You can fetch the padding value from the argument list:,/questions/7799977/numpy-vs-cython-speed,Numpy vs Cython speed
9485,Convert to grayscale and then scale to white or black (whichever is closest).,/questions/4302166/format-string-dynamically,Format string dynamically
9486,Try:,/questions/18777873/convert-rgb-to-black-or-white,Convert RGB to black OR white
9487,"If you typeimport thisin the Python interpreter, you will get ""The Zen of Python, by Tim Peters"". The first three lines seem to apply to your situation:",/questions/7647167/check-if-a-process-is-running-in-python-in-linux-unix,Check if a process is running in Python (in Linux/Unix) [duplicate]
9488,Seeh5py docsfor more information.,/questions/45595037/should-a-class-convert-types-of-the-parameters-at-init-time-if-so-how,"Should a class convert types of the parameters at init time? If so, how?"
9489,You can useflush()or you can set the file object to be unbuffered.,/questions/28170623/how-to-read-hdf5-files-in-python,How to read HDF5 files in Python
9490,To get the coordinates of the corners of your geotiff do the following:,/questions/18984092/python-2-7-write-to-file-instantly,Python 2.7 : Write to file instantly
9491,"Okay, I just found a way to do this myself. Changing the code to",/questions/2922532/obtain-latitude-and-longitude-from-a-geotiff-file,Obtain Latitude and Longitude from a GeoTIFF File
9492,If you are using python 2.7 or 3.x you can use a dictionary comprehension instead:,/questions/1145905/sqlalchemy-scan-huge-tables-using-orm,SQLAlchemy: Scan huge tables using ORM?
9493,It is not possible to get the automatic seed back out from the generator. I normally generate seeds like this:,/questions/8305518/switching-keys-and-values-in-a-dictionary-in-python,switching keys and values in a dictionary in python
9494,"Another approach, using theString.prototype.replacemethod, with a ""replacer"" function as second argument:",/questions/5012560/how-to-query-seed-used-by-random-random,how to query seed used by random.random()?
9495,Yes there is such a built-in function:os.path.join.,/questions/4974238/javascript-equivalent-of-pythons-format-function,JavaScript equivalent of Python's format() function?
9496,"No fear of creating new classes -
You can take advantage of Python's string formating capabilities
and simply do:",/questions/3751900/create-file-path-from-variables,Create file path from variables
9497,"Because you didfrom os import *, you are (accidenally) using os.open, which indeed requires an integer flag instead of a textual ""r"" or ""w"".  Take out that line and you'll get past that error.",/questions/3738381/what-do-i-do-when-i-need-a-self-referential-dictionary,What do I do when I need a self referential dictionary?
9498,"==is reflexive for all numbers, zero, -zero, ininity, and -infinity, but not for nan.",/questions/1046656/an-integer-is-required-open,An integer is required? open()
9499,"In python there are no arrays, lists are used instead. There are various ways to delete an object from a list:",/questions/27743917/is-pythons-an-equivalence-relation-on-the-floats,Is Python's == an equivalence relation on the floats?
9500,You can use model's_metaattribute to get field object and from field you can get relationship and much more e.g. consider a employee table which has a foreign key to a department table,/questions/9754729/remove-object-from-a-list-of-objects-in-python,Remove object from a list of objects in python
9501,It's probably optimized heavily at the C level.,/questions/2384436/how-to-introspect-django-model-fields,How to introspect django model fields?
9502,"That 'u' is part of the external representation of the string, meaning it's a Unicode string as opposed to a byte string. It's not in the string, it's part of the type.",/questions/12452678/fastest-way-to-count-number-of-occurrences-in-a-python-list,Fastest way to count number of occurrences in a Python list
9503,"NTFS file system has junction points, I think you may use them instead, You can use python win32 API module for that e.g.",/questions/9773121/removing-u-in-list,Removing u in list
9504,"I assume that you're actually creating an XML DOM tree, because you want to validate that what goes into this file is valid XML, since otherwise you'd just write a static string to a file.  If validating your output is indeed your goal, then I'd suggest",/questions/1447575/symlinks-on-windows,Symlinks on windows?
9505,"If you want to make a request to your application, use thetest_client.",/questions/56229/xml-writing-tools-for-python,XML writing tools for Python
9506,In order to avoid thens0prefix the default namespace should be setbeforereading the XML data.,/questions/17375340/testing-code-that-requires-a-flask-app-or-request-context,Testing code that requires a Flask app or request context
9507,"Theredirectfunction provided inFlasksends a 302 status code to the client by default, and as mentionned onWikipedia:",/questions/8983041/saving-xml-files-using-elementtree,Saving XML files using ElementTree
9508,"I don't think there exists (yet) such list on the web, thoughpylint --list-msgsautomatically produces one.",/questions/15473626/make-a-post-request-while-redirecting-in-flask,Make a POST request while redirecting in flask
9509,I've done it athttp://reinout.vanrees.org/weblog. The key trick is to add a preprocessor step.  I've got my blog entries in aweblog/yyyy/mm/dd/folder structure.,/questions/13955361/list-of-pylint-human-readable-message-ids,List of pylint human readable message ids?
9510,"""%.2f""does not return acleanfloat. It returns astringrepresenting this float with two decimals.",/questions/1576340/using-sphinx-to-write-personal-websites-and-blogs,Using Sphinx to write personal websites and blogs
9511,"You're asking how to add a dimension to a NumPy array, so that that dimension can then be grown to accommodate new data.  A dimension can be added as follows:",/questions/5326112/how-to-round-each-item-in-a-list-of-floats-to-2-decimal-places,How to round each item in a list of floats to 2 decimal places?
9512,Just set,/questions/17394882/add-dimensions-to-a-numpy-array,Add dimensions to a Numpy Array
9513,"Cython now has template support, and comes with declarations for some of the STL containers.",/questions/13216520/mac-osx-attributeerror-figurecanvasmac-object-has-no-attribute-restore-reg,Mac OSX - AttributeError: 'FigureCanvasMac' object has no attribute 'restore_region'
9514,I believe you want theshlexmodule.,/questions/1528691/idiomatic-way-to-do-list-dict-in-cython,Idiomatic way to do list/dict in Cython?
9515,"While not useful to you at this very moment, it may be so for future searchers:
The babel module, which deals with all sorts of locale stuff, has a function for doing more or less what you want. Currently it's only in their trunk though, not in the latest public release (version 0.9.4). Once the functionality lands in a release, you could do something like:",/questions/899276/python-how-to-parse-strings-to-look-like-sys-argv,"Python, how to parse strings to look like sys.argv"
9516,"SparkSession.createDataFrame, which is used under the hood, requires anRDD/listofRow/tuple/list/dict* orpandas.DataFrame, unless schema withDataTypeis provided. Try to convert float to tuple like this:",/questions/410221/natural-relative-days-in-python,Natural/Relative days in Python
9517,"Because we have two numpy in the system. One is install by brew and second is install by pip. So in order to solve the problem, we need to delete one and use the default numpy install by opencv.",/questions/32742004/create-spark-dataframe-can-not-infer-schema-for-type-type-float,Create Spark DataFrame. Can not infer schema for type: <type 'float'>
9518,You can edit the serializer's object before save the serializer:,/questions/28517937/how-can-i-upgrade-numpy,How can I upgrade numpy?
9519,"After reading the documentation ofVideoCapture. I figured out that you can tellVideoCapture, which frame to process next time we callVideoCapture.read()(orVideoCapture.grab()).",/questions/13563020/editing-django-rest-framework-serializer-object-before-save,Editing django-rest-framework serializer object before save
9520,"You can use methodgetlistofflask.request.files, for example:",/questions/18954889/how-to-process-images-of-a-video-frame-by-frame-in-video-streaming-using-opencv,"How to process images of a video, frame by frame in video streaming using Opencv python"
9521,"Well, first of all, in Python there is no!operator, that'd benot. Butopenwould not fail silently either - it would throw an exception. And the blocks need to be indented properly - Python uses whitespace to indicate block containment.",/questions/11817182/uploading-multiple-files-with-flask,Uploading multiple files with Flask
9522,This error is becauseprintisn't a function in Python 2.6.,/questions/35807605/create-a-file-if-it-doesnt-exist,Create a file if it doesn't exist
9523,"By default, only functions whose name that start withtestare run:",/questions/25295277/view-rdd-contents-in-python-spark,View RDD contents in Python Spark?
9524,"printis a keyword in python 2.x, using it as attribute raises a SyntaxError. You can avoid that by usingfrom __future__ import print_functionin the beginning of the file.",/questions/13626524/unit-test-not-running,Unit Test not running
9525,Writing something like this should convert a twitter date to a timestamp.,/questions/12998908/mock-pythons-built-in-print-function,Mock Python's built in print function
9526,Decode the string to Unicode. Assuming it's UTF-8-encoded:,/questions/7703865/going-from-twitter-date-to-python-datetime-date,Going from twitter date to Python datetime date
9527,"I myself use Django for its object/db mapping without using its urlconfigs.  Simply create a file calleddjangosettings.pyand insert the necessary configuration, for example:",/questions/13093727/how-to-replace-unicode-characters-in-string-with-something-else-python,How to replace unicode characters in string with something else python?
9528,Hopefully this is along the lines you are imagining.  I attempted to simplify my solution and remove some things you likely do not need.,/questions/302651/use-only-some-parts-of-django,Use only some parts of Django?
9529,"The problem is in theimportline. You are importing amodule, not a class. Assuming your file is namedother_file.py(unlike java, again, there is no such rule as ""one class, one file""):",/questions/24963030/sublime-text3-and-virtualenvs,Sublime text3 and virtualenvs
9530,Add the__iter__to the metaclass instead of the class itself (assuming Python 2.x):,/questions/16780510/module-object-is-not-callable-calling-method-in-another-file,'module' object is not callable - calling method in another file
9531,"The mode isab+theris implied and 'a'ppend and ('w'rite '+' 'r'ead) are redundant. Since the CPython (i.e. regular python)fileis based on the C stdioFILEtype, here are the relevant lines from the fopen(3) man page:",/questions/5434400/python-make-class-iterable,Python: Make class iterable
9532,NA,/questions/2757887/file-mode-for-creatingreadingappendingbinary,File mode for creating+reading+appending+binary
9533,"Use\Ato and\Zto match the literal beginning or end of a string.
The relevant lines from theremodule's docs:",/questions/1301316/c-sharp-equivalent-of-rotating-a-list-using-python-slice-operation,C# equivalent of rotating a list using python slice operation
9534,"Alternatively, if you want to keep your syslog intact on one line for parsing, you can just replace the characters when viewing the log.",/questions/43108558/inconsistency-between-and-in-regex-when-using-start-end-arguments-to-re-sear,Inconsistency between $ and ^ in regex when using start/end arguments to re.search?
9535,NA,/questions/5463992/multiline-log-records-in-syslog,Multiline log records in syslog
9536,"You are probably inless(this is configurable through thePAGERenvironment variable, but you probably haven't changed that). Presshfor help andqto quit.",/questions/4709310/python-string-formatting-reference-one-argument-multiple-times,Python string formatting: reference one argument multiple times
9537,"Querysets are not serializable out-of-the-box. If you trylist(self.items)instead of justself.items, that should work as long as the items themselves are JSON-serializable.",/questions/3080563/how-to-exit-when-viewing-python-help-like-helpos-listdir,How to exit when viewing python help like help(os.listdir)
9538,You can use floating-point numbers insleep():,/questions/2243002/django-typeerror-is-not-json-serializable-why,Django: “TypeError: [] is not JSON serializable” Why?
9539,"Update: As said in comments, Hal is not supported in recent distributions, the standard now is udev, Here is a small example that makes use of glib loop andudev, I keep the Hal version for historical reasons.",/questions/1211806/python-high-precision-time-sleep,Python: high precision time.sleep
9540,tk.mainloop()blocks.  What that means is that execution of yourpythonprogram halts there.  You can see that by writing:,/questions/469243/how-can-i-listen-for-usb-device-inserted-events-in-linux-in-python,"How can I listen for 'usb device inserted' events in Linux, in Python?"
9541,"You need to encode Unicode explicitly before writing to a file, otherwise Python does it for you with the default ASCII codec.",/questions/29158220/tkinter-understanding-mainloop,Tkinter understanding mainloop
9542,To do a hover you need to use themove_to_elementmethod.,/questions/19833440/unicodeencodeerror-ascii-codec-cant-encode-character-u-xe9-in-position-7,UnicodeEncodeError: 'ascii' codec can't encode character u'\xe9' in position 7: ordinal not in range(128) [duplicate]
9543,As seen in the syncdb command for manage.py.,/questions/8252558/is-there-a-way-to-perform-a-mouseover-hover-over-an-element-using-selenium-and,Is there a way to perform a mouseover (hover over an element) using Selenium and Python bindings?
9544,You need to run your notebook on0.0.0.0:jupyter notebook -i 0.0.0.0. Running on localhost make it available only from inside the container.,/questions/1845293/get-all-table-names-in-a-django-app,Get all table names in a Django app
9545,I think you can uselocif you need update two columns to same value:,/questions/38830610/access-jupyter-notebook-running-on-docker-container,Access Jupyter notebook running on Docker container
9546,You seem to be missing therequest.FILESargument to the serializer constructor in the yourpostandputhandlers.,/questions/36909977/update-row-values-where-certain-condition-is-met-in-pandas,Update row values where certain condition is met in pandas
9547,I had this problem and was stuck for hours.,/questions/20303252/django-rest-framework-imagefield,Django Rest Framework ImageField
9548,"If you put State and City not both in the rows, you'll get separate margins. Reshape and you get the table you're after:",/questions/20176959/uwsgi-no-request-plugin-is-loaded-you-will-not-be-able-to-manage-requests,"uWSGI: No request plugin is loaded, you will not be able to manage requests"
9549,"In general, inheritance is the right way to go, as the other posters have already pointed out.",/questions/15570099/pandas-pivot-tables-row-subtotals,Pandas Pivot tables row subtotals
